77002	26382	
24499	82234	
41464	22070	
82652	65887	
91714	4107	
35556	17357	
94250	38494	
93238	63131	
88997	98612	
31977	11855	
53757	74439	
35770	47466	
22226	71034	
95988	4529	
10107	45462	
76171	665	
63146	13349	
79049	57549	
69166	46122	
61408	16671	
29778	97915	
64830	25417	
130	91997	
52734	62974	
99726	59259	
698	53939	
63975	16738	
52478	54467	
86439	93563	
2009	85091	
54957	26437	
25293	4387	
93605	99599	
82117	53533	
70663	23344	
10854	37534	
35702	96067	
28286	6734	
76264	56834	
35609	48382	
49509	79165	
28243	908	
80936	74327	
44936	3798	
8514	65822	
28326	53817	
59134	70533	
56356	4772	
46592	54687	
27852	41534	
34247	25498	
51507	7473	
43985	70774	
1322	13905	
73022	58305	
99533	54765	
82668	18576	
92216	71377	
50209	27868	
26778	72501	
31496	78358	
50721	23718	
79218	71272	
74965	61135	
77309	71274	
46273	49572	
89619	41950	
57003	72010	
83241	37608	
23333	53254	
59080	6669	
37564	53697	
67625	4872	
99790	87508	
31768	47875	
97433	53686	
30363	71256	
12942	50303	
1932	8867	
27300	7384	
23426	44131	
69256	25634	
99598	26350	
44370	25791	
31873	70414	
78644	12544	
85067	72572	
98731	35756	
798	65751	
65080	5962	
24465	65217	
34568	36620	
40160	6327	
71343	6456	
49169	60106	
40596	60948	
8274	83839	
93126	44365	
99997	70111	
20460	16515	
41533	89819	
23961	27605	
65419	41377	
222	22820	
93617	82484	
41466	46791	
42287	95914	
62669	26251	
73756	85703	
58858	50788	
70244	68753	
42506	13813	
98064	54161	
45085	4632	
65956	84741	
26364	39082	
64513	89188	
7962	13334	
34731	27855	
69241	96892	
51748	88688	
90296	67774	
84215	87218	
55914	23847	
98097	27837	
10114	82232	
79562	3820	
46442	80209	
89538	42221	
42483	56024	
53478	76372	
15975	32841	
32561	54300	
19162	17274	
2191	35196	
94719	96745	
8509	23777	
68055	53060	
55852	68941	
82596	67189	
65509	6252	
34812	71752	
1638	27407	
50392	95579	
20810	88840	
8748	45153	
3911	12800	
18065	70930	
76113	33048	
56734	6739	
51580	45434	
90454	10973	
46719	31931	
4634	12653	
19251	42415	
16543	13639	
89018	13001	
5082	12999	
6813	32174	
38200	55846	
43470	82485	
33098	92774	
90924	84605	
50750	69083	
91173	84394	
49737	11221	
4758	46654	
19040	38862	
74733	30192	
98181	63500	
43568	92940	
75614	99123	
89078	52167	
25698	33738	
72562	41213	
74189	4201	
3409	80680	
17747	41660	
93945	38655	
33937	68278	
32145	10057	
13759	80118	
61536	15516	
27233	67790	
94701	74935	
31869	86838	
34853	72568	
41671	41868	
31484	5242	
12599	77157	
55626	10255	
67549	94645	
48311	80566	
3467	66103	
85169	9465	
5104	4153	
68665	32742	
57860	12072	
23167	72	
91167	80083	
4866	13793	
61957	3614	
15737	2598	
42204	36518	
56815	12087	
94526	74763	
33129	74042	
15593	70367	
9283	11251	
17236	55946	
88313	2817	
33053	3095	
84738	38871	
10685	36127	
90326	39670	
74876	63824	
94096	48548	
24001	6041	
16942	53964	
64386	43957	
50133	91058	
35546	9297	
27474	96912	
63960	49692	
45627	31921	
94484	25770	
87412	95465	
51356	94021	
90926	37040	
29581	62608	
44713	39866	
80446	34873	
5050	40084	
44949	25467	
69640	27005	
55149	51249	
23773	80687	
50987	80105	
82022	96621	
94143	27266	
31622	43534	
14955	58311	
5351	22483	
48725	95428	
47128	83919	
72446	78760	
27814	95555	
56870	69572	
91622	40024	
95180	62476	
72240	99747	
5254	28110	
75297	98284	
92691	21264	
93771	2331	
16796	67494	
35590	320	
79125	25069	
74436	72509	
18306	27655	
51619	65200	
20119	72115	
77147	39136	
34615	41736	
70359	67651	
24574	19726	
15328	30601	
4570	46777	
3733	61129	
19060	50978	
35895	35015	
36365	57508	
98561	93982	
99875	44080	
31605	88783	
79059	12302	
52113	15718	
10904	69905	
31808	40038	
23761	31765	
3308	785	
33601	20215	
75697	67509	
22192	75057	
3662	99638	
37135	99312	
57461	98676	
50521	91540	
23842	73913	
42036	83236	
34472	90305	
80183	20620	
28390	52006	
9670	26100	
31064	40775	
74968	35934	
66570	22645	
44154	7259	
88007	16858	
65388	85898	
85232	87078	
44585	23022	
48681	27575	
21316	66123	
60589	1604	
71725	3581	
73665	35334	
96787	67221	
67366	56196	
78948	50833	
76232	73689	
66736	35063	
90516	52612	
86476	2414	
11014	54284	
77202	10521	
71136	42734	
61509	52272	
6902	57029	
59250	4828	
2822	34068	
2802	58287	
94630	75826	
60300	16126	
15222	60691	
20407	70397	
11956	79407	
14685	45333	
7502	54962	
47771	48676	
94321	77567	
36390	1905	
61664	60130	
60615	92170	
50529	97040	
46471	82204	
84146	24829	
8198	18862	
63801	81498	
68356	42491	
1529	13576	
5282	18666	
57279	11038	
76835	65579	
23388	58450	
96173	95089	
83214	42664	
88812	86502	
20662	35957	
69845	14063	
68110	27982	
39463	2526	
14356	23026	
61165	13678	
25535	63216	
87616	51582	
9907	64694	
92202	18125	
91855	35096	
58342	59118	
7523	75737	
74723	99176	
61246	20921	
31975	29645	
82694	94364	
86128	21813	
29953	14866	
45878	16694	
70832	55848	
33804	22530	
20540	41322	
37253	2494	
55272	54483	
32083	61498	
10182	16275	
92106	55590	
80827	23556	
56319	96328	
52008	92669	
91066	37714	
46538	45247	
7822	33022	
